,2016S46,2016S47,2016S48,2016S49,2016S50,2016S51,2016S52,2017S01,2017S02,2017S03,2017S04,2017S05,2017S06,2017S07,2017S08,2017S09,2017S10,2017S11,2017S12,2017S13,2017S14,2017S15,2017S16,2017S17,2017S18,2017S19,2017S20,2017S21,2017S22,2017S23,2017S24,2017S25,2017S26,2017S27,2017S28,2017S29,2017S30,2017S31,2017S32,2017S33,2017S34,2017S35,2017S36,2017S37,2017S38,2017S39,2017S40,2017S41,2017S42,2017S43,2017S44,2017S45,2017S46,2017S47,2017S48,2017S49,2017S50,2017S51,2017S52,2018S01,2018S02,2018S03,2018S04,2018S05,2018S06,2018S07,2018S08,2018S09,2018S10,2018S11,2018S12,2018S13,2018S14,2018S15,2018S16,2018S17,2018S18,2018S19,2018S20,2018S21,2018S22,2018S23,2018S24,2018S25,2018S26,2018S27,2018S28,2018S29,2018S30,2018S31,2018S32,2018S33,2018S34,2018S35,2018S36,2018S37,2018S38,2018S39,2018S40,2018S41,2018S42,2018S43,2018S44,2018S45,2018S46,2018S47,2018S48,2018S49,2018S50,2018S51,2018S52,2019S01,2019S02,2019S03,2019S04,2019S05,2019S06,2019S07,2019S08,2019S09,2019S10,2019S11,2019S12,2019S13,2019S14,2019S15,2019S16,2019S17,2019S18,2019S19,2019S20,2019S21,2019S22,2019S23,2019S24,2019S25,2019S26,2019S27,2019S28,2019S29,2019S30,2019S31,2019S32,2019S33,2019S34,2019S35,2019S36,2019S37,2019S38,2019S39,2019S40,2019S41,2019S42,2019S43,2019S44,2019S45,2019S46,2019S47,2019S48,2019S49,2019S50,2019S51,2019S52,2020S01,2020S02,2020S03,2020S04,2020S05,2020S06,2020S07,2020S08
00000011J5,0.0,0.1272384,0.7109984,0.4082518,0.3418071,0.624841,0.43652929999999995,0.3222586,0.5187334,0.4826294,0.5607406999999999,0.47221090000000004,0.3915427,0.6107159000000001,0.3901686,0.5268626999999999,0.42919179999999996,0.4405814,0.4093138,0.6715726,1.0477166,1.8634557,1.8877849999999998,1.0481633,1.1276957,0.8693964,1.0438844,2.0597266,1.8149642,1.2037702,1.2338502,1.7588146,2.0186948,2.3376387000000003,2.8238074,2.5578479,2.8976086,2.8611949,3.1288278,3.2218793,2.9000001,2.2159715,2.046468,2.0133669,1.5859923999999999,1.1622546999999999,1.1493064,1.0113761000000001,0.8084357,1.5348763,1.7752546999999999,0.6552521,1.0537021,0.5121245,0.5825375,0.635968,0.8192499,0.8659868000000001,1.0966563999999999,1.0256475,0.6300975000000001,0.7336748000000001,0.7338303,0.5950353,0.885202,0.8349846,0.7017797,1.5039813,0.856665,0.6330734,0.5733315,0.7158578,1.2304596,1.9393857,2.6113212000000003,0.0,3.4445271,3.4511288,2.3850597000000002,1.7462391,1.9238243000000002,2.2944102,5.4743205,5.5912392,6.984714200000001,7.0283880000000005,8.7702003,6.235508599999999,9.505263099999999,9.5890876,9.6246003,9.6863743,9.5007767,10.434362,6.4616172999999995,5.1160302,5.6242235,5.375181400000001,4.4542746,3.7293592,3.0271471,4.8648205,4.602197900000001,2.3798785,2.6138362,1.9925426,1.4684301000000002,1.8453412,1.7715293,1.9515993999999999,3.7745897000000004,2.7130370999999998,2.0019236,1.7708956999999999,1.473177,1.5009202,1.9445737,2.1752611,2.1745802000000003,1.8115158460400367,1.4390812499801902,1.3347572281748485,1.29224355320558,1.498461421695009,1.9481840659083522,2.715174514055944,3.0681141042861433,2.8614521564371427,3.1143303270514617,2.9932018112424967,2.552003718924582,2.744952417787698,2.7156269125212416,2.5993952230786275,4.208259056916915,4.532855008096213,5.36296458325394,5.547476913885545,6.664437509157554,5.266844742868226,7.074095212600312,7.100052432675257,7.253636354703852,7.332821516855046,7.080620938129582,7.206709354474224,5.136677690227536,4.448222441995163,4.489336524291143,4.153493641472796,3.686990368458622,3.2559141839368992,2.8036649245560032,4.0861028963069845,4.075508442620041,2.405137423520697,2.7225307419514517,2.2407483825859527,2.2835670007225723,2.3253210129021116,2.3386579836830075,2.507404570601842,3.1278357403857204,2.7107695873641187,2.405870243291335,2.349871475119639,2.2753456627955995,2.207639855432269,2.424467692678667,2.557166808464338,2.4389531144274668
00000011V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0800507,1.5587343,0.716286,1.0900869,1.652929,1.3134039,1.0159103999999999,2.9114757,1.8922665,1.2199706,1.3407729,1.4539715,1.2330624,1.572543,1.9086468999999997,1.7001196,2.4992353,2.5258235,2.9014482000000004,2.5495424,4.4341422,3.7334676,5.411557900000001,4.5899694,8.3873777,6.2419533,6.2323364,9.7507763,9.214501400000001,8.8188022,8.6485289,5.8201615,3.8983864,3.9977231,4.0925932000000005,3.5107405,2.4235884,2.1619067000000003,3.1823775000000003,2.3772159999999998,2.1135954,1.7187538,1.4502595,2.2458747000000003,1.3532785,3.0144819,1.9292261999999998,3.0164582,1.8644485,1.4005273999999999,1.9901204,3.5869251,1.9548196,2.5904691000000004,1.4895718,0.48355640000000005,0.3163249,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203,0.43460926718889203
00000012H1,2.3014639999999997,2.297628,2.106786,2.1608400000000003,2.280206,2.01062,2.084221,2.225982,2.319646,2.350342,2.308985,2.145371,2.496171,2.568752,2.174252,2.414935,2.615627,2.634105,2.257054,2.4848209999999997,2.4890950000000003,2.9083740000000002,2.8229490000000004,2.428877,3.181108,2.608397,2.824129,2.527603,2.5497419999999997,2.584186,2.235605,2.498673,2.867652,2.785222,2.5538830000000003,2.7624880000000003,2.7950720000000002,2.865069,3.6809769999999995,3.381041,3.0949240000000002,3.146477,2.974243,3.162157,3.511885,4.1128279999999995,4.184362999999999,3.929839,3.458991,3.1153720000000003,3.242069,3.062959,3.281227,3.9566269999999997,3.928947,3.7120949999999997,3.33805,4.457990000000001,4.231807,3.9282410000000003,4.3689919999999995,3.547051,3.459765,3.7030339999999997,3.5949379999999995,4.195329,3.817199,3.7602059999999997,4.047558,4.055638,4.004117,4.5255730000000005,4.365444,4.5080599999999995,3.553978,3.8452580000000003,4.750871,4.535486,5.363968,5.355119,5.199572,4.26169,5.722016,4.97095,5.683077,5.0646580000000005,5.222665,4.231311,4.025115,5.083589,4.870435,4.738704,5.294439,5.55427,5.295099,6.004099,5.710659,5.5707260000000005,5.402451,5.654491,5.27383,5.645775,5.33395,5.877026,5.504989,5.427886,6.0978650000000005,7.3152919999999995,7.504905,5.8953739999999994,6.393741,6.013538,6.297137,6.806192,5.973223,7.464896,6.9094050000000005,6.840748,6.140715,6.37780168288312,6.629253728131769,6.64983742940224,6.442758429546565,6.824493268138289,6.7536198750648095,7.041560709216848,6.528746723960503,6.484240915994651,7.320007027947628,6.932758993430187,7.461623575634343,7.31565282790708,7.255626563951144,6.8105482783759665,7.3730264204255755,7.135599515587351,7.682692439959779,7.3387768929086015,7.308590099353614,6.923666093644528,6.843282520703636,7.413912357956115,7.7216549359643745,7.512157097624251,7.653270432873539,7.8152336708708185,7.6057670886866955,8.060421857383785,8.094721549597535,8.331334946379952,8.28901909937387,8.293767576317785,7.873926660260827,7.893907595290819,7.807039142475284,7.994559224215863,8.1525182268088,8.358586619833169,8.515939777705347,8.874228021255849,8.859167612952469,8.612624952251092,8.734294793264809,8.559927157713677,8.838796097049364,8.750828491442821,8.436286452763301,8.9659596562245,8.867497483817132,9.074637882139882,8.588895989868552
00000012H7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7311611,0.7960003999999999,2.5655192,2.1978522000000003,1.7831546999999999,2.2328714,2.4229434,2.0770345,1.7966799999999998,1.6172938000000001,1.9224683999999999,2.0272915,2.3797922000000002,1.9324484,2.5149065,1.9037705000000003,2.1007154999999997,2.0269017,2.2602011,2.3003202999999997,2.8794269,1.8802157,2.0549772,2.415572,3.0959271,2.5984669,2.0113352,2.5682403,3.5029897000000005,2.7459659,2.8648745,2.5544356,5.788015799999999,3.5504265,4.214913500000001,3.1750712000000005,3.5407513999999995,3.9756421000000004,3.9289688999999997,3.9620763,2.8768048,4.018442100000001,3.0211601000000003,2.8249911,3.0194912,3.0285724999999997,2.4923078,2.8835083999999997,3.1027607999999995,2.6187959,2.7796205,3.000824,2.3618295,3.1734101000000003,3.4768972999999996,2.9006455,4.3385738,3.7564648000000003,3.0018666,3.7442765,3.2812997999999998,3.3078316,3.9573202000000003,6.677697200000001,2.8945376,3.559515,3.9947205992879886,4.032242148563631,4.069763697839273,4.107285247114914,4.144806796390556,4.182328345666199,4.219849894941841,4.257371444217482,4.294892993493125,4.332414542768767,4.369936092044409,4.40745764132005,4.444979190595693,4.482500739871335,4.520022289146977,4.557543838422619,4.595065387698261,4.632586936973903,4.6701084862495446,4.707630035525187,4.745151584800829,4.782673134076471,4.820194683352113,4.857716232627755,4.895237781903397,4.932759331179039,4.970280880454681,5.007802429730323,5.045323979005966,5.082845528281608,5.120367077557249,5.157888626832891,5.195410176108533,5.232931725384176,5.270453274659817,5.30797482393546,5.345496373211102,5.383017922486744,5.420539471762385,5.458061021038027,5.49558257031367,5.533104119589312,5.570625668864954,5.608147218140596,5.645668767416238,5.68319031669188,5.720711865967521,5.758233415243164,5.795754964518806,5.8332765137944484,5.87079806307009,5.908319612345732
00000012J5,0.6950525,0.8271875,1.0491544,1.1965478999999999,0.9277169,1.0997176000000002,0.9488705,1.4735884,1.0568527,0.8120675,0.7978103,0.8244533000000002,1.1518624,1.0541783000000002,1.4155018,1.1850982,1.2610208,1.2574218000000001,1.7999449,1.2667445,2.3709751,3.6845276,2.3435675,2.4848917999999998,2.34777,2.03373,2.5829877999999997,3.3967492999999993,3.1769684,3.4352131,2.6427175,2.8617445,3.3136592000000005,3.7583748999999997,5.2253723,5.1187081,5.005708599999999,5.5659278,6.2177772000000004,6.4424508000000005,6.1280391,3.9589906999999998,4.4661111,3.3188489000000003,2.9210286,3.0680994,3.4208592,2.136193,4.108546,3.4835190000000003,4.1296767999999995,2.3879088,1.9507258,1.9419349,1.6518974999999998,1.7790067999999999,1.7403993000000002,1.7798485000000002,2.3758845,2.9428785,1.7521792,1.648265,1.6135496,1.8300008,1.2822243,2.1613624,2.1156277,1.7817578,2.0797819,1.8505682,1.623916,2.028116,1.9411337,1.9025877,2.6286345,2.7221011,3.5392778,3.7811138999999994,2.7896151000000002,3.1431248,3.2544662,3.779939,3.9618801,4.456166400000001,4.3666879000000005,5.2543379,6.6138709,6.7189818,6.6130125,6.4387801,7.514166400000001,6.2810639,5.2221566,4.7836925,4.0549395,5.299841000000001,4.3729787,5.4101705,5.613214,4.0177091,3.6457271,4.616109099999999,4.5035006,3.6562707999999997,4.7481737,3.9841516,2.8695904,3.4347481,2.6511136000000004,3.4981552000000002,3.9666317,3.9222888,3.1262444,2.9964581000000003,3.1725717,3.6549937000000003,4.4305072,4.1051665999999996,6.3949073,3.223286262128139,3.412883997903957,3.299828522850674,3.4616562453493467,3.401452353888852,3.9146551635233173,4.556924621792323,4.254342069438784,4.376655293921263,4.721590390768614,4.690341154539191,4.473980626628728,5.062251209047656,5.012513086646989,5.408675227206252,5.107501241805191,5.468041904142594,5.652907819618521,6.32248733469892,7.738884984972616,7.740965499035122,7.634053670413172,7.829327365148378,8.694927160953027,8.192391623630071,7.50710422778741,6.204410743718539,6.0943472517845425,6.143612150276699,5.48141541608553,6.073404178714706,6.350899652838141,4.91018375068442,5.709578828519708,5.881405318791539,6.147419630173796,4.852469355127035,4.975904433255541,4.762374500893731,4.367345617471143,4.646603840595532,4.2825250615898165,4.63525928435865,4.940054031795187,5.289788088950221,4.489638207999372,4.331573986291696,4.375819864919508,4.61996226144265,4.807745486172623,4.962929478621678,5.831784623048161
00000013J5,1.060617,1.180593,1.038186,1.149065,1.1870049999999999,1.5329030000000001,1.8694970000000002,1.303736,1.343697,1.370957,1.446207,1.074214,1.330028,1.43462,1.663195,1.5956110000000001,1.299986,1.31856,1.4290180000000001,1.510677,3.5426589999999996,3.393647,2.751682,2.692811,2.204807,2.338491,2.15613,4.662986,2.963793,3.2957019999999995,2.436851,3.302679,4.201675,4.768054,5.834983,6.0556529999999995,6.0032,6.201926,6.567067999999999,6.220376,6.523512,5.699543,3.993146,3.572687,3.041941,3.656107,2.453489,2.634663,2.785356,3.184291,3.296568,2.00997,2.173455,2.1173450000000003,2.213883,2.394469,2.503675,1.568757,2.4003330000000003,2.221644,1.640105,1.767123,1.9720900000000001,1.8682189999999999,2.111243,2.243991,3.198791,2.099911,2.587181,2.974416,3.6041160000000003,3.813814,3.6829669999999997,5.997889,5.317235,5.2575,6.764809,8.488465,6.606814999999999,4.848794,4.951879,4.940164,6.330954,6.279338,8.389302,8.034253999999999,8.765965,10.05289,10.107006,11.094095,10.756142,10.61112,11.131685000000001,10.283102,6.655357,6.111702999999999,6.189438,6.673832000000001,5.020038,5.420945,6.026553,5.831076,5.0868720000000005,3.042027,3.743057,2.90708,2.6023509999999996,3.6744800000000004,3.141068,3.112761,4.529971,3.097411,2.256239,3.2795970000000003,3.7943559999999996,3.520325,3.4607330000000003,4.941073,4.445826,2.982271532370103,3.06471469787903,3.2555639259852427,3.6142824432395715,3.7489360336149247,4.688531453805982,5.760403913979119,5.087787788883268,5.016889628038372,5.514617403252234,6.431010402399215,5.38636281887903,5.74776739452486,4.936327429200511,5.082665370406477,5.334503334919928,5.727106240186427,7.216712761536619,7.307136045506369,8.19084768944367,8.928674539081806,8.913178278352985,9.489407247081235,9.485980109305107,9.222767545640613,9.616940016149236,8.762678204996474,6.077332579151475,5.576737466631126,5.331461330118551,5.861779219792551,4.414471261076668,4.686336726355536,5.045324797408014,5.128015038166044,4.793280580073326,3.1092387715715457,3.758764848823383,3.4804698572427046,3.340311771073653,3.77196941267372,3.6208665854063473,3.3933793362246356,4.234203834757356,3.488403264093431,3.008280881145257,3.3826206443177886,3.6304663583577392,3.3644538185370623,3.4959402857545663,4.054688673112276,4.272018068565759
00000014H7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7213155,0.7593426,0.8627565999999999,0.8782751,0.8563318999999999,0.8399437,0.9597988000000002,0.9339136,1.106196,1.0178371,2.2220647999999996,2.5701585,2.1404377999999995,2.2235316000000003,2.4420113,2.4133538,2.1394425,1.9647057,2.0935737000000003,2.3380606,2.3309214,2.2980861,2.2781136,2.6407276,3.0459816,3.0676547000000003,2.6468675,2.5551016,2.4307792,2.7635018,2.8126506,2.9151540000000002,3.0722587000000003,2.6514995999999997,3.0460157000000003,2.7346772999999995,3.2077676,3.6631931000000004,3.636453,3.2922241000000003,2.9818857999999997,3.9397903,4.2282367,3.2019025,3.7150101,3.6376315000000004,3.1228342000000002,3.6456272000000003,4.2170920999999995,3.4909105000000005,3.5549096,3.4849365,3.4477288999999995,3.1084624,4.2141447,3.6102555,4.1397916,3.8703672999999994,4.3010884,4.2698985,4.2583628,3.2477228,3.6535238,3.7047366999999998,3.5670333,4.2545979,4.5731345999999995,4.6615191,4.3352808,4.6602337,4.30144,4.5118652,4.7522468,5.0405652000000005,5.3052876,4.4886637,4.777441099999999,4.4858317,4.2902607,4.6655245,3.8905362,4.3851583,4.0512799,3.9533702000000006,4.6520567999999995,4.0193224,5.0306029,4.1928104,5.408945200000001,4.4496937999999995,4.4316545,4.2014792000000005,5.0303663,4.6661575,4.2470003,4.8480031,4.3107152,3.7698824999999996,3.6811924,3.8573,5.2160141,4.3579602,4.919299099999999,4.6016746,4.5929236,3.8767638999999994,4.830565831585338,4.5113669240158,4.7406148298405935,4.573601874288242,4.825245464297479,4.7763685092012045,4.836923445821161,4.268009048435703,5.053898721860333,5.234628923531421,4.932134822469084,5.298783836639656,5.548689314251666,5.560013183300184,5.2414543179305495,5.298130560103478,5.164787084311661,5.3739138216640105,5.472257690959953,5.581775090560101,5.685980796062516,5.440863639740837,5.769826539560676,5.61686764732913,5.290763143800583,5.4146558067666355,4.947217231324048,5.343183479474701,5.183193443374206,5.167949762907234,5.578393533941585,5.034287836169052,5.719925281162767,5.128202865622307,5.955769603085635,5.686930803305985,5.647747135298031,5.343899458225361,5.58669968642846,5.86727679978857,5.78589939661495,5.557525020476435,5.53012867766893,5.20623386899618,4.89034621155892,5.2263957704225525,6.180965773379958,5.378849693820428,5.682021231639453,5.4792069467225835,5.356487125883166,5.00008762834568
00000014J5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1350951,2.4890865,2.1151969,1.5824766000000001,0.9425556,2.0468896,2.254264,3.0702423,3.3336038,1.7229595000000002,1.9183881,1.4156809,1.6008209,1.8489224999999998,1.9692786,1.4381165,2.2284506,2.9171709,1.4971888999999998,1.8690620999999998,1.5102648,2.3789352999999998,1.5807608999999998,2.1823679,1.8084006000000001,1.9429535,1.1330082000000001,2.0350455000000003,3.1656158,3.7973946000000005,2.818047,3.3220842000000004,3.4351133000000003,4.4709707000000005,3.6513085,4.050114700000001,3.7237589,3.5144083,3.1455502999999996,3.8398292,4.308178599999999,4.816786799999999,5.6985291,7.7188039999999996,8.2251974,7.790834299999999,8.788704800000001,9.3575042,9.8395853,9.2493259,8.744794800000001,7.7231559999999995,5.1477164,5.0354995,4.1845833,5.1277425,2.6841828999999997,2.8209703,4.2032245999999995,4.9394028,4.249888400000001,2.5119693,1.8801762999999998,2.1111074,2.1215459,2.863241,1.9102394,3.4465442000000004,4.257504099999999,3.4080225,2.9428454,3.242796,1.7611412,2.8380592,1.4014067,2.6959969,3.9382311000000003,3.8929835903355428,3.915600482039807,3.938217373744071,3.9608342654483355,3.9834511571525995,4.006068048856863,4.028684940561128,4.051301832265392,4.073918723969656,4.09653561567392,4.1191525073781845,4.141769399082448,4.164386290786712,4.187003182490977,4.209620074195241,4.232236965899505,4.254853857603769,4.2774707493080335,4.300087641012297,4.322704532716561,4.345321424420826,4.367938316125089,4.390555207829354,4.413172099533618,4.435788991237882,4.458405882942146,4.48102277464641,4.503639666350675,4.526256558054938,4.548873449759203,4.571490341463467,4.594107233167731,4.616724124871995,4.639341016576259,4.661957908280524,4.684574799984787,4.707191691689052,4.729808583393316,4.75242547509758,4.775042366801844,4.797659258506108,4.820276150210372,4.842893041914636,4.865509933618901,4.888126825323164,4.910743717027429,4.933360608731693,4.9559775004359565,4.978594392140221,5.001211283844485,5.02382817554875,5.046445067253013
00000014V1,1.447637,2.027087,1.9103430000000001,1.6849349999999998,1.335011,2.808809,3.4492760000000002,2.2891790000000003,2.491896,2.684796,2.746728,2.875412,1.7595299999999998,2.068003,1.9233310000000001,1.9245560000000002,2.2013220000000002,2.907448,2.711138,2.2736970000000003,2.90001,2.834598,3.722572,3.468813,3.999046,3.1582049999999997,2.701561,3.1371689999999997,3.2180470000000003,2.8032939999999997,3.197152,3.6052839999999997,4.484234,4.162966,6.2476199999999995,5.812998,7.093851,6.226032,6.785767999999999,7.156313000000001,6.452547,5.232412999999999,5.751339,4.225006,4.742209,5.602547,3.9259370000000002,4.88189,5.6249519999999995,5.105842,6.093468,4.1841870000000005,3.3277400000000004,4.0934029999999995,3.346525,5.043977,3.389582,3.890774,4.280443,3.762843,4.865597,4.919608,3.761614,4.633474,4.1484,4.960846,4.225658999999999,6.6479740000000005,3.454879,3.694222,3.186127,4.450601,4.671412999999999,4.540718,4.033128,4.590402,5.541449,4.310904,4.777128,3.9714739999999997,5.04928,4.757674,4.6602809999999995,5.617116,4.592928,5.3546190000000005,5.924030999999999,6.295521,6.634060000000001,6.6690949999999996,7.063166000000001,6.952839,6.970648,6.403782,6.409581,4.12705,6.11078,5.977249,5.511561,5.196614,6.120897,5.520414,7.49335,5.265605,5.097657,5.054227,4.760680000000001,4.723044,5.32545,4.084805,3.8768949999999998,0.0,0.0,4.793586,4.9703230000000005,4.718776,4.887757,3.7170080000000003,6.531214,5.7057490925273555,4.230102415477395,4.686136848554431,4.317836712255678,4.715743725052004,5.124077538551754,5.01110056114103,5.186611270054771,5.32388180991611,6.0501894905850335,5.000287095148955,4.990964699989703,4.791904270950053,5.357264199658229,4.990140121998152,5.124449282549501,5.793015359637903,5.706470211940034,5.912733168298662,7.225782286653425,7.180184910215183,7.975790824723466,7.545239716339465,8.007905107104477,8.123687308372151,7.7662835002759305,6.8582493819031525,7.105958431443752,5.186743309346689,6.4222869864373955,6.7706178446804115,5.68423846624437,5.989350516379593,6.807476858407953,6.231999453068742,7.696510016883435,5.612216213230335,5.024454769915836,5.437435293898804,5.032329360424237,5.491303924220743,5.005102621786967,5.2312961320049665,5.487141455083247,5.011946873310214,5.531607388385318,5.698923425671714,5.376185520024066,5.610131456407617,5.117685026767133,5.086563834107743,5.718357946242873
00000015V1,4.34823,4.546082,3.992892,4.364091999999999,4.633318,4.559037,4.111717,3.838431,4.048876,4.45085,4.47305,4.519161,4.378068,4.394878,4.076096,4.701943,4.333196,4.673849,4.3785680000000005,4.784628,5.315469,5.544714,5.446763,5.1603900000000005,5.51777,5.46208,6.236078,5.830844,6.073221,5.923553,5.984772,6.3293040000000005,7.308088000000001,7.377845,6.7922720000000005,8.39914,7.05802,7.905535,8.054587,7.709115,7.6863339999999996,6.838641,7.380901,6.680210000000001,6.684803,5.9567120000000005,6.413019,7.622489,6.481544,6.261285,6.753734,6.7806809999999995,5.906829,6.247221,5.937281,7.135033,6.89934,6.244393,6.162057,5.868668,6.3572489999999995,6.035534999999999,6.1244510000000005,6.700991999999999,6.980791,6.529952,6.874230000000001,6.517109,6.322806,7.910572999999999,6.87093,6.46354,7.3776720000000005,6.73538,6.8176570000000005,6.257386,7.111731,7.627228999999999,7.761072,7.136568,7.649478,7.331010000000001,7.309539999999999,6.735810000000001,6.587422999999999,7.074472999999999,7.35796,7.580367,6.920286,7.601878999999999,7.002891,7.439749000000001,7.8365100000000005,6.980532000000001,6.847208999999999,7.349214,6.821203999999999,6.732221000000001,8.026883,6.994222,7.655345,7.028645,7.172121000000001,6.583083,5.8850050000000005,6.04841,6.281048,6.734835,6.302772,6.5782419999999995,6.327789,6.679810000000001,6.6575690000000005,6.971645,6.239107,6.997223,6.916149000000001,6.611215,6.381545,6.510426463256184,6.206693841699827,7.149170692460983,6.460327657083833,6.438566823521337,7.140177389560382,6.912955558756866,6.884562622751104,6.440801945983796,7.026322201869257,7.235963499448249,7.669686582724639,7.134673753775577,7.492217206178517,7.238084403495301,7.237921810907676,7.10330651875319,7.498502911237543,7.756911808247379,7.5858747517008025,8.480511647985452,7.459896829061104,8.204415108135013,7.9593816382889715,7.984970132925038,8.151805926213477,7.279754564813533,7.4639323295281645,7.344209174999639,7.062015530951915,6.632872715484677,7.4876163618614235,7.5551346931361465,7.294192503673723,6.849557827470652,7.146297417609633,6.844070843059046,6.289725656132521,6.4961693568313,6.261766288315114,6.912243322242875,6.756134547454338,6.582153720006227,6.299957093585288,6.206837679392543,6.411473423401512,6.5225786213159225,6.295721598309064,6.736884682281255,6.7376178284008414,6.473419628628051,6.389737615994045
00000016J4,3.57703,4.3498470000000005,4.220708,4.141609,4.294684999999999,4.031071,4.288924,4.778277,4.0144519999999995,4.407269,4.145528,4.762721,3.9238169999999997,4.10763,4.917014,5.377399,4.95814,5.099614,5.236616000000001,4.599744,5.260251,5.825048000000001,5.689709,6.180847,6.351024,5.518269,6.001989,6.49099,6.545021,6.211076,5.778525,6.469009,6.085322,6.730848,6.8869039999999995,7.97967,7.24453,7.4300820000000005,7.454958,7.429547,7.240392,7.362582000000001,7.348006,6.879708,7.656471000000001,7.340178,6.994313000000001,6.67565,7.202824000000001,7.10085,6.887075,8.266779,7.614142999999999,6.523737000000001,7.551409,6.686461,6.11991,6.598012,7.446298,6.630362,6.908864,6.315279,6.947286,6.9951490000000005,6.862808,6.4639489999999995,7.004403,6.270467,5.983418,7.747327,6.939464,7.424836999999999,7.147403,7.328019,7.213188000000001,6.769266,7.1890350000000005,7.454698,6.966913000000001,7.906584,7.461355999999999,7.404980999999999,7.0355550000000004,7.050239,7.37517,7.217689999999999,6.828099000000001,6.608252,2.541914,2.93218,2.522696,2.8058400000000003,2.707214,2.8478830000000004,2.793964,2.619068,2.6845380000000003,2.829457,2.769075,2.49792,2.615903,2.2260880000000003,2.4637849999999997,2.968969,2.70319,2.72824,2.663509,2.8228299999999997,2.871166,2.819248,4.537331,4.068001000000001,5.1436459999999995,5.590294,5.105782,4.902426,5.304449,4.519735,4.318443,3.4565267763937664,3.0520424468613605,3.952263815097522,3.56334249136768,3.433246059780143,3.5697500941868894,3.886895945931468,3.705859262077128,3.67324088509797,3.9118101062675,3.5717639063947493,3.513202453128024,4.171037329996203,3.9190130867537007,3.667543259241083,3.2103956556114954,3.5070011137909867,3.4218505159854495,3.610328587412679,3.43826237859209,3.8196853459252424,1.3641857977835972,1.5976221104325712,1.35114210666273,1.42613529535592,1.2286779669341934,1.3068493530750338,1.219653894889397,0.8454209789391643,1.2142176307978716,1.0765354909358973,0.8217593897054359,0.4755737164382464,0.7473094525342964,0.45110126327357813,0.41342592465635863,1.307125635640969,0.5396991138687542,0.3738225031216821,0.5939209122557697,0.27618761269930203,0.1,0.1013905559284757,0.9916494734878117,0.6768021142438506,0.8255746633795548,0.8609897678506239,0.7777146568941528,0.8876567958574538,0.655070453687053,0.2799575597219546,0.6299907555298688
