,2016S46,2016S47,2016S48,2016S49,2016S50,2016S51,2016S52,2017S01,2017S02,2017S03,2017S04,2017S05,2017S06,2017S07,2017S08,2017S09,2017S10,2017S11,2017S12,2017S13,2017S14,2017S15,2017S16,2017S17,2017S18,2017S19,2017S20,2017S21,2017S22,2017S23,2017S24,2017S25,2017S26,2017S27,2017S28,2017S29,2017S30,2017S31,2017S32,2017S33,2017S34,2017S35,2017S36,2017S37,2017S38,2017S39,2017S40,2017S41,2017S42,2017S43,2017S44,2017S45,2017S46,2017S47,2017S48,2017S49,2017S50,2017S51,2017S52,2018S01,2018S02,2018S03,2018S04,2018S05,2018S06,2018S07,2018S08,2018S09,2018S10,2018S11,2018S12,2018S13,2018S14,2018S15,2018S16,2018S17,2018S18,2018S19,2018S20,2018S21,2018S22,2018S23,2018S24,2018S25,2018S26,2018S27,2018S28,2018S29,2018S30,2018S31,2018S32,2018S33,2018S34,2018S35,2018S36,2018S37,2018S38,2018S39,2018S40,2018S41,2018S42,2018S43,2018S44,2018S45,2018S46,2018S47,2018S48,2018S49,2018S50,2018S51,2018S52,2019S01,2019S02,2019S03,2019S04,2019S05,2019S06,2019S07,2019S08,2019S09,2019S10,2019S11,2019S12,2019S13,2019S14,2019S15,2019S16,2019S17,2019S18,2019S19,2019S20,2019S21,2019S22,2019S23,2019S24,2019S25,2019S26,2019S27,2019S28,2019S29,2019S30,2019S31,2019S32,2019S33,2019S34,2019S35,2019S36,2019S37,2019S38,2019S39,2019S40,2019S41,2019S42,2019S43,2019S44,2019S45,2019S46,2019S47,2019S48,2019S49,2019S50,2019S51,2019S52,2020S01,2020S02,2020S03,2020S04,2020S05,2020S06,2020S07,2020S08
00000008H1,0.6404114000000001,1.3219798999999999,0.45532290000000003,1.1206994,1.3938811000000002,2.7463482999999997,3.8243535000000004,1.2647693000000002,1.0614940000000002,1.8241756000000002,2.0404872,2.5599252,3.0682455,4.2131942,3.8792637,2.6099067000000002,1.8308001,1.8742908999999999,1.03395,1.2982267,1.3478299999999999,2.2617055,1.0865806999999998,0.9872858,1.1600694,1.1664018,1.4925271,1.3980966000000001,1.3763395,0.9525011999999998,1.3881894,1.4445768,2.2372617999999997,1.2444252,1.8243574,2.1843876,2.5258048,2.5910083,2.7722208999999998,2.2889223999999997,2.1247514,1.5241548999999999,1.4294483999999998,1.2154194,2.934935,2.8987302,0.9375121999999999,0.9648768,1.0816596,1.2002171,1.7146938999999999,1.1165303999999998,1.4520283999999999,3.4210165999999997,4.0050184,4.0043054,4.3999977,5.9859727,7.824264200000001,7.2952506999999995,5.2343265,5.7327072999999995,6.4473638,6.580390700000001,7.087146000000001,8.840695,10.0253955,10.4266711,10.0129293,6.5875451,6.918777900000001,7.2172216,4.6436385,5.2416754999999995,4.1113295,4.6302213,4.992507099999999,3.7038336000000003,3.8687316,3.5933686000000002,3.5895387999999997,3.3410608999999996,3.5234782999999994,3.6133686000000003,4.7751472999999995,4.8157169,5.890558,5.47426,6.2373353,6.5635996,7.929929,6.8704127999999995,6.554949900000001,4.8230536,4.674457299999999,3.8377861000000006,4.2060329,4.4296919,4.8834035,4.274824400000001,4.1387177,4.8873764,5.2263201,5.5437778,5.2304015,5.313854,4.356984099999999,4.3248602,4.8512095,7.5732155,8.914330099999999,8.3463409,6.9369958,7.5167524000000006,7.4157399,8.0165519,8.8915635,9.7424471,8.3911055,10.77973031448156,10.191650708623905,8.507877447226733,8.2595188676771,8.546258901537882,7.288995461805553,8.049156635245946,6.9002179650140345,7.113497144293335,7.384273259160351,6.746167942389159,6.994621864200074,6.8125887380720425,6.802617611949744,6.469272078349783,6.7811544260674435,6.857162329765017,7.837321870162031,7.36419123796213,8.194671018651345,8.169734278968056,8.725294863646527,8.92447308275498,9.701831425340435,8.934168075442674,8.698266265031288,7.5361207851004135,7.418769840209354,6.897930672062772,7.946539709973321,8.045211422604314,7.296611195739803,7.01134421257867,7.0071677805883255,7.446332799752566,7.878552553606861,7.74348491316235,8.143647045788542,9.063228669622921,8.657988000363263,8.87665425001244,9.28274078009027,11.177071123137603,12.603526209886097,11.391744439527084,10.174025388372431,10.794096716856293,11.076843541964577,11.500299595747103,12.135608613458354,13.390252356076806,13.230663412988141
00000008H7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5933950000000001,1.801259,1.800582,1.726335,1.827507,2.347187,1.9169999999999998,3.987915,4.25113,4.194403,4.218676,4.041243,4.422324,3.9041360000000003,4.360864,4.07803,4.720806,4.722313,4.631796,4.801225,4.917337,5.481818,6.534714,5.53339,5.527583,6.186057,5.537895,5.816081,5.811202,6.278366,5.940098,5.822218,5.781788,6.236524,5.789153,6.128398000000001,6.94153,6.345725,6.3074639999999995,6.6090100000000005,7.305036,6.270834,7.129835000000001,6.763347,6.276206,6.572757000000001,6.177042,6.290004,6.508604,7.585389999999999,7.186975,7.379732000000001,6.7481539999999995,7.765517999999999,7.394561,6.867356,7.514711999999999,7.497395,7.618314,7.013835,8.209706,7.437253,7.267939,7.433038000000001,7.081217999999999,6.854922999999999,7.142907000000001,7.691447999999999,8.631988,9.175875,8.877081,8.915066,8.844729,7.932911,8.391689,8.31702,7.49247,10.530613,8.045318,8.496922,8.077651,8.238886,7.815805999999999,9.460085000000001,8.545446,7.9234089999999995,8.256950999999999,8.689092,8.119408,9.372926,8.120688000000001,8.412471,9.163782000000001,9.213547,9.279217,9.199833,7.886836,9.098882000000001,8.37699,8.805325,9.26496,9.397948,8.490858,8.97563871749566,9.003636782150506,9.031634846805353,9.0596329114602,9.087630976115047,9.115629040769894,9.143627105424741,9.171625170079588,9.199623234734435,9.227621299389282,9.25561936404413,9.283617428698976,9.311615493353823,9.33961355800867,9.367611622663517,9.395609687318364,9.423607751973211,9.451605816628058,9.479603881282905,9.507601945937752,9.5356000105926,9.563598075247446,9.591596139902293,9.61959420455714,9.647592269211987,9.675590333866834,9.703588398521681,9.731586463176528,9.759584527831375,9.787582592486222,9.81558065714107,9.843578721795916,9.871576786450763,9.89957485110561,9.927572915760457,9.955570980415304,9.983569045070151,10.011567109724998,10.039565174379845,10.067563239034692,10.09556130368954,10.123559368344386,10.151557432999233,10.17955549765408,10.207553562308927,10.235551626963774,10.263549691618621,10.291547756273468,10.319545820928315,10.347543885583162,10.37554195023801,10.403540014892856
00000008V1,1.061752,1.133794,1.2158280000000001,1.061069,1.0520049999999999,1.198208,1.156711,1.082749,1.1921469999999998,1.1336110000000001,1.220383,1.2944120000000001,1.291377,1.154126,1.225211,1.435956,1.353628,1.167311,1.289231,1.24881,1.234682,1.441122,1.46374,1.4220549999999998,1.274888,1.213082,1.450831,1.23679,1.338335,1.394568,1.342155,1.318135,1.3189879999999998,1.3795540000000002,1.4429040000000002,1.3651360000000001,1.965329,1.3708420000000001,1.356222,1.342982,1.3907129999999999,1.5270190000000001,1.2612700000000001,1.447184,1.396829,1.529134,1.464297,1.543535,1.458677,2.153708,1.610221,1.399202,1.7053900000000002,1.470675,1.4285889999999999,1.463557,1.544023,1.6469060000000002,1.3860350000000001,1.485715,1.318732,1.436132,1.378266,1.4471319999999999,1.8691080000000002,1.35639,1.471766,1.2934459999999999,1.461874,1.252785,1.3643040000000002,1.43146,1.304522,1.403144,1.266843,1.34617,1.3685200000000002,1.311842,1.261258,1.343533,1.419405,1.374724,1.361062,1.319713,1.2004059999999999,1.276406,1.350106,1.239084,1.3758569999999999,1.320647,1.365343,1.256772,1.165319,1.240526,1.384082,1.172683,1.244984,3.03083,4.390758,3.579965,3.3939769999999996,3.9873279999999998,3.718522,3.8634470000000003,3.9173459999999998,3.452257,3.605398,4.490946,3.2822,2.716424,3.557068,3.733421,3.835919,3.6358309999999996,3.682718,4.252187,4.487908,4.496716,4.976437000000001,3.8391127340445736,3.891634521398176,3.704425917127677,3.8327674690039375,3.858817939028567,3.801913891256902,3.9688814308240064,3.927154366206329,3.961650455716927,3.9153779310344548,3.8726484504138887,3.98304983533303,3.934233729437837,4.040208886490885,4.063411189577525,4.047926173345348,4.032892393599355,3.9913909902536084,4.077454902343977,4.163799730513107,4.087249751628958,4.473591542740058,4.166606173259424,4.199504086692842,4.156449320515143,4.1524253256229855,4.276001871274612,4.232706550131674,4.2377458379233355,4.266481972790357,5.243304061416993,5.908583160929261,5.560531451979614,5.442832984760236,6.104754929271471,5.716353497639452,5.701071509655783,5.691631675281188,5.504785117692465,5.590635385984143,5.866945442204815,5.508365194183229,5.4227064652098935,5.621298834121873,5.7069723968043755,5.739301941523472,5.708538715107223,5.749002470375087,6.00052000680241,6.231710142019812,6.029978076602578,6.257949386413616
00000009H7,1.9115330000000001,1.7697459999999998,1.836775,1.803478,1.7035259999999999,2.12672,1.80877,2.038919,1.8610380000000002,2.117793,1.8645509999999998,1.9826529999999998,2.016676,2.330511,2.128874,1.9895880000000001,2.147231,2.18546,2.1787259999999997,2.21179,2.267066,2.379775,2.2619700000000003,2.637957,2.574895,2.497443,2.6947259999999997,2.427105,2.3426259999999997,2.5522400000000003,2.228065,2.373757,2.5900279999999998,2.411452,2.371063,2.628645,2.701663,2.538231,2.578516,2.3948549999999997,2.345549,2.603915,2.453903,2.497732,2.1702310000000002,2.730542,2.812749,2.366862,2.706085,2.672965,2.395972,2.5906290000000003,2.429004,2.516106,3.008929,2.486211,2.461623,2.4371509999999996,2.338289,2.483325,2.6128880000000003,2.619868,2.680097,2.6325819999999998,3.4886209999999997,2.594678,2.705451,3.024241,2.732173,2.551558,2.917601,3.302567,2.719395,2.342722,2.249564,2.675801,2.697036,2.5263459999999998,2.947675,2.568706,2.832618,2.4994,3.1036759999999997,2.544707,2.898984,2.724631,2.7884849999999997,2.451175,4.004373,3.746433,4.6283129999999995,4.91821,4.540513,3.938703,4.704182,4.456856,4.135848,4.914072,4.017867,4.575296,4.428941,5.517575,3.972748,3.8609620000000002,4.910603,4.564847,4.164448,4.955061,4.92354,4.788513,6.333136,4.565884,5.469958,6.226103,5.812425,4.871434,5.189504,6.580288,4.930584,5.079377796497079,5.025946797695285,4.968661040210678,5.16239097051975,5.385644064235373,5.136089498002171,5.018635159133427,4.927794262867605,5.34363646571838,5.33752129400501,5.228296591534183,5.552478860062716,5.244074014222953,5.3486804028438115,5.3017555232258315,5.4566593015955585,5.264840528118383,5.564892013382731,5.403155067466077,5.429558385066742,5.404302438594375,6.231950430700435,6.035732038949177,6.511206522458882,6.578638562658813,6.379371986011942,6.221805657869129,6.5436164485806465,6.455868711528678,6.1455415177610355,6.828667154514648,6.435462427472711,6.5049707206931595,6.615093436820048,7.156500198164618,6.259211377102826,6.314248957926773,6.723990287423467,6.608177409828923,6.676765093179029,6.770036972497532,6.732726367942529,6.834974685602498,7.2249095085022494,6.774550051185235,7.073149121786739,7.426160167060835,7.236708283076807,6.9591011695427945,7.374104172651872,7.656398169019552,7.085317474245933
00000009J4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.628168,2.709223,2.783277,1.892091,2.461429,3.126089,2.729907,3.077505,2.992019,3.5849059999999997,3.565957,2.349173,2.263517,3.3493230000000005,3.379059,3.033161,2.743465,3.129633,2.7923240000000003,2.922127,2.347607,2.684139,2.510329,3.2259860000000002,2.337527,2.5525860000000002,0.0,1.876148,3.6861879999999996,3.214927,3.207221,4.06645,3.9893620000000003,2.89457,3.509926,3.6000360000000002,3.9466059999999996,3.167605,3.939243,3.335036,4.269237,3.4683599999999997,3.4885650000000004,4.213964,4.0728480000000005,3.8984980000000005,3.840303,3.5369330000000003,4.370856,4.35564,5.121972,5.001633999999999,3.837848,3.8917980000000005,3.978636,4.279031747276326,4.306089709241433,4.3331476712065395,4.360205633171647,4.387263595136754,4.414321557101861,4.441379519066968,4.468437481032074,4.495495442997182,4.522553404962289,4.549611366927396,4.576669328892502,4.603727290857609,4.630785252822716,4.657843214787823,4.6849011767529305,4.711959138718037,4.739017100683144,4.766075062648251,4.793133024613358,4.820190986578465,4.847248948543572,4.874306910508679,4.901364872473786,4.9284228344388925,4.955480796403999,4.982538758369106,5.009596720334214,5.036654682299321,5.063712644264427,5.090770606229534,5.117828568194641,5.144886530159749,5.171944492124855,5.199002454089962,5.226060416055069,5.253118378020176,5.2801763399852835,5.307234301950389,5.334292263915497,5.361350225880604,5.388408187845711,5.415466149810817,5.442524111775924,5.469582073741032,5.496640035706139,5.5236979976712455,5.550755959636352,5.577813921601459,5.604871883566567,5.631929845531673,5.65898780749678
00000009V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4955607000000004,2.42033766,3.06089728,7.24424166,6.69454362,5.84854451,3.7968214999999996,2.82823091,3.1180311,3.53148032,2.74359219,2.18187827,4.7306944,1.56218112,2.50311552,1.47185357,1.8299287,2.28488704,1.66091981,2.13065677,1.3527575,2.1295528999999997,1.13051981,0.98075213,1.11841306,2.2302825,1.54673126,2.27987226,1.23620275,2.55594214,2.02590438,1.85463808,1.700856559275196,1.6942143561626595,1.6877132900375462,1.6811416554187213,1.6746053050467522,1.6680513125513552,1.6615061411176721,1.6549565591531321,1.6484091824540206,1.6418607031221948,1.6353127751067262,1.628764571433079,1.6222165055885212,1.6156683708294186,1.6091202705275884,1.602572152997122,1.5960240440809736,1.5894759308576663,1.5829278197879384,1.5763797076414208,1.569831596033298,1.5632834841559777,1.5567353724132562,1.5501872606032352,1.543639148826864,1.537091037033668,1.5305429252488842,1.5239948134598944,1.5174467016730078,1.5108985898850695,1.504350478097657,1.4978023663099818,1.4912542545224379,1.4847061427348283,1.4781580309472515,1.4716099191596583,1.4650618073720734,1.4585136955844842,1.451965583796897,1.445417472009309,1.4388693602217213,1.4323212484341334,1.4257731366465456,1.4192250248589577,1.4126769130713699,1.406128801283782,1.3995806894961942,1.3930325777086063,1.3864844659210185,1.3799363541334306,1.3733882423458428,1.366840130558255
00000010H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0979860000000001,1.581595,1.4263086,1.3500776,1.0801655000000001,0.9064244,0.8021885999999999,0.8362495000000001,0.7936831,1.5725978,0.7804641999999999,0.9579733,0.9728950000000001,0.6997594,0.7653414000000001,0.9296704,1.0001253,0.8326624,0.9763354,1.0386738000000002,1.1229409,1.2364072,1.3896001,1.5373155,1.6959818,1.5286143,1.56572,1.4790637,1.4908881999999999,1.3859565,0.9571103000000001,0.87818,0.9798399,1.1301591999999998,0.9340381,1.0369238,0.7341576,0.6136353,1.1095408000000002,0.6660855999999999,0.7086154,0.6174839,0.7798291,1.017832,1.2573617,0.8987624,1.120136,0.9591190999999999,1.1901591999999999,1.1997598,1.0194835,1.0077744,1.0426771000000001,1.5019934,1.4870698,1.6372865,1.5310283000000002,1.5951576,1.2174228999999999,1.4481979999999999,1.7248796000000002,1.8844748,1.547601,1.7825246,1.4772925,1.7040865,2.5694054,1.261622,1.8524353,2.6369101,2.9280001,3.3325839,3.5319976000000004,3.7208476000000004,3.4870632000000006,3.3061474000000004,4.6891209,3.0912531000000003,4.9979234,3.9659053999999996,4.1268481,5.561078599999999,2.9473686000000003,2.5482579,2.5325731,2.6478043999999996,2.4991488,2.6007637999999997,2.3515886000000004,2.8415176,2.6782574,2.3589898,2.6673223999999998,2.4887151000000003,2.6707536,3.1334389,3.1412150000000003,3.5151453,5.1908897000000005,5.5451775,3.2060347,2.9308805,2.9426446,3.3807905,3.9756475,5.0113387000000005,5.1636632,3.7733612327882606,3.6050597454909843,3.5698299115545704,3.3481940439624944,3.499703557605749,3.633777882043177,4.119850829648474,3.5719175400950998,3.794446422944103,3.6653512128565167,3.6579982826800954,4.139035080848015,3.582672109609793,3.9284567857121684,4.251906249580647,4.484029532439102,4.732035783102523,4.8882299097857125,5.0535556512491215,5.02724661366362,5.024457451150402,5.8089181161358905,4.939776585890543,5.92498157297716,5.378807950578712,5.478207236661403,6.155730340683626,4.647190068784834,4.420777607304904,4.476249323850031,4.621390272311795,4.461253859019486,4.575646864432074,4.311713391494672,4.508351730783467,4.686509182990589,4.316883127875292,4.503949114377753,4.380609439363532,4.564216173150601,4.925842362532068,5.060614925397815,5.0791931863400634,6.038398306792287,6.145348195514079,5.097437314882504,4.970544026977228,4.891954723797191,5.110652098481006,5.50427201148821,6.1774078751290915,6.184906908650338
00000010J4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6141619,0.8707937,0.800098,1.0593282,1.1769671999999998,1.4579181,1.1066015,0.8483360000000001,0.6823741,0.6685251999999999,0.6183630999999999,0.8912188,0.9635540000000001,1.0057363000000001,1.2047805,1.2561777,1.0498108999999998,1.0940491,1.1548329,1.8010573,0.0,0.0,1.4616373,1.9539685000000002,2.0735606,2.268162,2.154445,2.098027,2.0366218000000003,1.9960037,2.1059321,2.1790875,2.1363755,2.1403242000000002,1.7110893,1.7158438999999999,1.5759604,1.4458278,1.7871072000000001,2.065053,1.4693551999999999,2.0882971,1.6996601000000002,0.8677482,0.0,1.0123414000000002,1.7320318,1.1886146999999998,1.5642781000000001,1.0271507,1.3228883999999999,0.0,0.0,1.2079852,1.2283313,1.2789574,1.2402212,1.6187749,1.6706394,1.6824071,1.0766152,1.2592932,1.3189886,1.1374408,1.2420149,1.2810336000000002,1.6446921,1.9150249,1.8589508000000001,2.0566275000000003,2.0738488,1.8039082999999998,2.069782,1.7805328999999999,2.1785069,1.6829207999999998,3.5311631,3.9383733,4.0472595,4.115257700000001,4.5886589,4.3623089,4.061214499999999,4.1199862000000005,3.9354807000000003,5.3004496,2.4987298,2.3673604999999998,1.8315136000000003,2.3868271,3.2641256000000003,2.7761725,1.702464,2.507732,1.8231938,2.3335173,1.8158590000000001,1.8675072,1.7344666000000002,2.075087,1.7802939999999998,1.8821366000000002,3.4428517,2.5997863,2.0748903999999997,2.5763226,2.4540221,2.4912005,2.3509398,3.5692204,4.261064900000001,2.4047823425043666,2.0272087017650313,2.1200160572324855,2.131081270315598,2.1832035404143117,2.2781770322034944,2.325287377297258,2.613108860390148,2.7803863379357807,2.655508773054111,2.782730501589068,2.8279110618757484,3.022137935067539,3.104490400571703,2.9091764841336545,3.0573640500958925,3.061392288227189,4.050845831672783,4.357164562995433,4.3600358161392725,4.370984572064499,4.582012435819008,4.453429402271211,4.362619006320229,4.433227837868548,4.324139127359169,5.012995988828009,3.401799299389954,3.3426608990079707,3.0088598382688474,3.225417832161123,3.8385872670086467,3.7373887624593407,2.906430893741541,3.622241575673494,3.0893460318900585,2.932264581710692,2.7133624937016716,2.779238717790273,3.07666836416105,2.9796700633444724,3.0249092249611116,2.812577120223852,3.744353587945561,3.307202102776208,3.012014507442142,3.2568569335802224,3.2043141727070528,3.325095117607781,3.3098415685260147,3.9410632886591785,4.077241877115064
00000010V1,1.093559,1.288861,1.287687,1.718633,1.679053,1.7370580000000002,1.65095,1.86074,1.6072799999999998,1.819003,1.7685560000000002,1.798674,1.615666,1.69492,1.8859299999999999,1.892467,2.712541,2.484023,2.436903,3.136361,4.091871,4.267308,4.536617,4.114508,4.188716,4.286719000000001,4.238151,4.953303,4.542932,4.59955,5.0377529999999995,5.289946,5.128543,5.341043,5.455497,5.607522,5.578875,5.405542,5.395639,5.754764,5.788965,5.374417,5.555975,5.579923,5.800262,5.261876999999999,4.858725,4.066591000000001,4.149764,4.489228,4.150663,3.009429,2.5773029999999997,2.860157,2.6215080000000004,2.705975,2.5881279999999998,2.599666,3.220712,3.888412,3.209118,2.828662,2.971056,3.333995,3.388898,3.759437,3.1827520000000002,3.389582,3.5090449999999995,3.544579,3.667543,3.980517,4.139883,4.734066,4.661797,4.899792,5.640457,5.879238,5.161874,5.31885,5.591216999999999,5.477856,6.6288789999999995,6.830684,6.434602,7.027021,7.678175,7.52053,7.185158,7.158036999999999,7.304703999999999,7.158557000000001,7.076336,10.129503,8.193124000000001,8.798109,7.707503999999999,6.651955,6.535705,6.3684709999999995,5.582096,6.35843,5.951899,4.169606,4.629226,4.042452,3.9423800000000004,4.205622,3.993236,4.736942,4.36448,4.688318,4.313784,4.349863,4.490121,4.336917,3.848086,4.114098,4.323851,4.105132545132381,4.558220883373091,4.446645598938399,4.470608637501304,4.963687746334056,5.508533669895958,5.881105143450421,5.967584989582875,5.8635732594171515,6.259050894190284,6.415411084810677,6.0202852373501665,6.4440174085207005,6.362475170058348,6.321324753203722,7.102894640449924,7.3165647624589685,7.024189909167752,7.412699394504645,7.781224500436912,7.763798440580841,7.566830407378864,7.451300042908342,7.504034423727407,7.594535221859293,7.554203687341047,8.856870011930464,7.962511973234397,8.259751024916707,7.80714526803146,6.992509033667229,6.7150111534239345,6.217499129050969,5.848173747923211,6.388638262805399,5.999198033450913,4.521412827980702,4.553200763185745,4.497193324805419,4.362899603133283,4.601970513255703,4.458803820148879,4.710642911160273,4.74626746850584,5.128934525233547,4.676193086557765,4.615822133902525,4.677914593928247,4.7434064539940115,4.5241472034117285,4.749965723063184,4.677322203448351
00000011H7,2.7121169999999997,2.964968,2.604447,2.5929860000000002,2.680889,2.6257650000000003,2.707601,2.636683,2.644581,2.64018,2.789709,2.681003,2.7698650000000002,2.674579,2.853683,2.872604,2.988436,3.146736,2.905592,3.0463970000000002,3.06528,3.157765,2.80842,2.99437,3.064825,3.062855,2.993154,2.957218,2.896721,3.3486279999999997,2.933296,2.836233,3.192017,3.048616,3.5234730000000005,2.925007,3.089828,3.061707,3.0699560000000004,3.288936,3.222347,3.16148,3.377415,3.482311,3.384029,3.053208,3.029277,3.1400189999999997,3.487549,3.024916,2.899155,3.1195209999999998,3.021624,3.21184,3.0030580000000002,3.113221,3.5818800000000004,3.131151,2.921516,3.15993,3.3075620000000003,3.0946130000000003,3.4087199999999998,3.109004,3.05645,2.747374,2.882747,3.219464,3.448657,3.4147489999999996,3.721052,3.1593139999999997,3.2572650000000003,3.3647989999999997,2.930847,3.106268,3.176669,3.027441,3.165773,3.2796879999999997,3.101604,3.077968,3.097193,2.937143,2.950124,4.37145,4.850974,4.744439,4.648122,4.541663,5.581091000000001,4.967890000000001,4.833058,5.2176540000000005,4.888223,6.1685300000000005,5.39891,4.7906260000000005,5.701816,5.738225,5.265507,5.121098,5.242024,5.702307,5.794548000000001,5.032741000000001,5.218084999999999,6.064672,5.006387999999999,4.7993760000000005,5.636057,5.375627,6.274825,5.764977,5.889371,6.3722769999999995,5.877401,5.589424,4.790668,5.88529541907645,6.072945161799669,6.150587458869415,6.1988955427365084,6.004387916991562,6.078947470935404,6.195235698520795,5.819961373160416,6.017080400687423,6.103971127266964,6.044838508076386,6.095602736814249,6.151005447060811,6.048077592342237,6.278512300185148,6.09668353694678,5.984267875550029,6.184699064366226,6.839610714242673,7.332644194061418,6.995874448822739,7.0457397017011,6.993940601493442,7.533142990182556,7.351264756090828,7.26565046139785,7.442470886813646,7.400534364683779,8.107798746434115,7.688357815807449,7.233158289777328,7.690979147029768,7.778578793010661,7.729834710666417,7.439980569433617,7.451035747445044,7.804624167045174,7.799257591532174,7.711665723568874,7.598530538124433,7.928060822215239,7.774882686329125,7.5510037699883314,7.800775503131535,7.783057771859573,8.147717830266913,7.918259808319411,8.127092912026095,8.164642671482378,8.024418315638387,7.806186954371664,7.654408551306102
00000011J4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.263746,3.6147410000000004,3.846994,3.6466830000000003,3.6964120000000005,3.6728059999999996,3.122366,3.257112,3.268642,4.321415,3.1610720000000003,3.104666,3.2316,3.070682,3.8548769999999997,4.637954,4.231222,4.518119,6.074705000000001,5.045465,3.413467,3.8148470000000003,3.601318,4.2704059999999995,4.746302,4.4135,4.745649,5.513555,4.917744,4.216922,3.6576739999999996,3.914168,3.4717309999999997,4.7518,3.877021,3.486121,4.713775,4.343991,4.267323,4.049453,4.4252199999999995,4.728379,5.218937,4.688404,5.432526999999999,7.051782000000001,7.5006759999999995,6.903916000000001,7.906364999999999,7.795522,8.565994,7.825071,7.47605,6.366447,4.916289,5.197716000000001,4.4676800000000005,4.416369,4.401127,4.196796,4.031607,4.584427,4.720128,4.965636,5.706809,4.42834,4.615374,4.848601,6.240354,5.548553,9.548702,7.083931,5.6348720000000005,5.3944589999999994,5.598053,7.106628,7.086463,7.844803,7.303522999999999,7.44042230484193,7.482633666459405,7.524845028076879,7.567056389694352,7.609267751311826,7.651479112929301,7.6936904745467745,7.735901836164248,7.778113197781722,7.820324559399197,7.86253592101667,7.904747282634144,7.946958644251618,7.989170005869092,8.031381367486567,8.07359272910404,8.115804090721515,8.158015452338988,8.200226813956462,8.242438175573936,8.28464953719141,8.326860898808883,8.369072260426359,8.411283622043833,8.453494983661306,8.49570634527878,8.537917706896254,8.580129068513727,8.622340430131201,8.664551791748675,8.70676315336615,8.748974514983624,8.791185876601098,8.833397238218572,8.875608599836045,8.91781996145352,8.960031323070993,9.002242684688468,9.044454046305942,9.086665407923416,9.12887676954089,9.171088131158363,9.213299492775837,9.255510854393311,9.297722216010786,9.33993357762826,9.382144939245734,9.424356300863208,9.466567662480681,9.508779024098155,9.550990385715629,9.593201747333104
