ENODEB;SAIS_TYP;INTENSITE;2016S46;2016S47;2016S48;2016S49;2016S50;2016S51;2016S52;2017S01;2017S02;2017S03;2017S04;2017S05;2017S06;2017S07;2017S08;2017S09;2017S10;2017S11;2017S12;2017S13;2017S14;2017S15;2017S16;2017S17;2017S18;2017S19;2017S20;2017S21;2017S22;2017S23;2017S24;2017S25;2017S26;2017S27;2017S28;2017S29;2017S30;2017S31;2017S32;2017S33;2017S34;2017S35;2017S36;2017S37;2017S38;2017S39;2017S40;2017S41;2017S42;2017S43;2017S44;2017S45;2017S46;2017S47;2017S48;2017S49;2017S50;2017S51;2017S52;2018S01;2018S02;2018S03;2018S04;2018S05;2018S06;2018S07;2018S08;2018S09;2018S10;2018S11;2018S12;2018S13;2018S14;2018S15;2018S16;2018S17;2018S18;2018S19;2018S20;2018S21;2018S22;2018S23;2018S24;2018S25;2018S26;2018S27;2018S28;2018S29;2018S30;2018S31;2018S32;2018S33;2018S34;2018S35;2018S36;2018S37;2018S38;2018S39;2018S40;2018S41;2018S42;2018S43;2018S44;2018S45;2018S46;2018S47;2018S48;2018S49;2018S50;2018S51;2018S52;2019S01;2019S02;2019S03;2019S04;2019S05;2019S06;2019S07;2019S08
00000022V1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3419126;0.4393981;0.4082859;0.7521894;0.6922179;0.9482673;0.5550513;1.0895131;1.5159105;2.1600949;1.5198491;2.2642374;2.0314569;3.2879203;2.8460298;3.3605291;2.2435318;2.9540902;3.1268212;3.494526;5.8568817;6.5453544;7.2099816;6.8603638;6.0832509;6.8190034;7.2627313;7.9577696;6.3002549;9.5552266;6.016511;6.4847312;6.5435774;5.4364443;4.6525102;2.6960046;2.4488206;3.1133529;2.4042291;1.4354388;1.5386655;2.214871;1.7004203;1.1660182;0.8702508;0.9581148;0.8770529;1.1026664;1.5817902;1.3106429;1.1108649;1.8395744;1.6125095;1.1077765;1.8194265
00000023H7;;;1.279338;1.084882;1.224915;1.434496;1.571104;1.845841;1.441101;1.379867;1.393547;1.905096;1.417244;1.440867;1.504433;1.43373;1.440742;1.651967;1.565991;1.449568;1.424599;1.48697;1.781837;1.863958;1.665935;1.544986;1.505333;1.752195;1.477923;1.774093;2.011333;1.656305;1.665452;1.754909;1.510584;1.915498;1.811763;1.793381;1.826515;2.165306;1.703492;1.93393;1.907777;1.97474;1.952094;2.168323;2.040318;1.990001;1.960853;2.238109;1.980141;2.288604;3.137001;2.470946;2.255494;2.096498;2.087345;2.295364;2.366764;1.896128;1.870807;2.583644;2.003485;1.913668;1.7948;2.491203;1.618277;1.851679;1.662941;1.658875;1.694971;1.740729;1.784167;2.048589;2.269602;1.788207;1.786804;1.725736;2.043644;2.001811;1.877645;1.728809;2.068732;1.744439;1.626557;1.754834;1.895585;1.596978;1.559599;2.629876;2.886914;3.300663;3.013867;3.235312;3.511908;3.057098;2.865901;3.136225;3.166568;3.202471;2.869893;2.866365;3.117224;3.93216;3.321071;3.233758;3.006027;2.932766;3.805861;3.271981;3.00476;2.914392;3.726442;2.994707;2.839162;2.805048;3.260802;3.608708;3.482625;3.35099;4.13392
00000023J5;;;;;;;;;;;2.176895;2.438817;1.867332;2.177474;2.491814;;1.775392;2.838262;2.627497;2.358634;2.504879;2.945236;3.95429;4.546835;4.818866;4.082558;4.233941;3.840685;3.747522;5.369959;5.586145;4.522963;4.574743;4.954514;4.894589;5.947751;7.210334;6.680232;7.529266;6.911365;8.054712;7.386468;7.104101;6.933581;6.179337;5.568965;4.717479;5.061762;9.67692;7.051194;4.484623;7.488934;6.539432;6.294387;7.001638;6.123815;6.343882;6.146215;6.402025;6.297698;8.777604;8.041918;6.092017;6.472698;6.768025;5.348816;5.977462;5.07663;5.305692;5.415204;5.698939;6.087447;5.16896;6.761658;7.137729;7.809876;9.486688;9.627452;9.398544;10.939943;7.688123;7.03406;8.143048;12.417192;17.178197;11.587142;11.975865;17.338108;16.724391;13.835319;13.276029;19.417221;16.527786;15.769763;16.362236;12.104071;13.04344;9.046943;9.394897;10.290441;9.052905;7.882418;11.600932;8.772204;10.827195;12.711514;13.670502;7.918787;14.297007;10.274653;17.535954;7.572997;13.92596;8.951853;8.845763;7.544365;6.819003;8.283736;13.006929;8.943893;9.539777
00000024H7;;;1.887966;1.478714;1.562996;2.113245;1.818491;1.528381;1.53444;2.214137;1.554103;1.570837;1.933043;1.792483;2.162913;1.955842;1.568106;1.567233;1.977404;2.218435;1.969156;1.915791;2.046363;2.491313;1.839041;1.872946;2.809938;2.645023;2.575326;2.382577;2.432695;2.028581;1.980403;2.215186;2.121084;2.122001;2.243131;2.525041;2.6261;2.916845;3.196532;2.852215;3.51731;3.080915;3.180159;3.120875;3.163344;2.852906;3.04035;3.115156;2.748627;2.479394;2.785931;3.42113;2.938754;3.126031;3.435192;3.002312;3.654907;3.319217;2.811136;2.740303;3.672396;3.060925;3.440956;3.220476;3.650149;3.703605;2.857926;3.545186;3.436758;3.597702;3.549531;4.458248;3.985082;3.702344;3.074203;3.608587;4.210905;3.317916;3.604249;3.605515;3.747542;3.87962;4.032674;3.326527;4.092694;4.171856;4.790601;4.077524;4.515059;4.507952;4.5067;4.578463;5.81846;5.106915;5.109775;5.312433;5.305834;4.643664;4.3261;4.625423;5.449291;5.243442;3.738483;5.20936;4.477914;4.76871;4.319178;5.350858;5.158832;4.90937;4.915198;4.747516;4.903868;4.607007;5.128291;5.417862;4.617388;4.51904;4.82591
00000024V1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6437929;1.0432969;0.7501309;0.5144757;0.7735876;1.0355487;1.4549142;1.331358;0.9602782;1.2282993;1.7187697;2.0834004;1.5187135;1.3620029;1.3173231;0.5883634;1.2197891;1.6587926;1.5697773;2.9237992;1.7956369;1.8398259;1.9351846;2.5302828;2.0722749;1.8901378;2.3997071;3.2825924;3.3206173;3.8618924;2.5504416;3.0647941;4.2121987;3.6818541;3.6685568;3.9416832;5.8418115;5.6111128;6.9905599;7.2317935;8.0453062;8.3289962;12.5772599;10.2612323;7.0868924;6.3118032;4.6949755;3.822749;3.8360371;3.087502;3.6909233;2.4258891;3.5850035;3.4456108;3.5567933;2.6250076;1.5762046;1.9057548;1.8507776;1.8111604;1.9412309;1.8407182;3.1296096;1.7194742;2.3657414;1.9793803;2.3244653;3.041583;2.4298288;2.4538041;2.3217247
00000025H7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.815449;5.192226;3.360286;3.472967;3.157396;3.767208;3.802387;4.786069;5.139034;5.013043;4.763086;5.568597;6.126758;5.600008;5.077727;4.449695;3.868114;3.529675;3.662184;3.858602;3.066876;2.785294;4.048407;3.887407;4.352931;2.958484;3.388937;2.969026;3.453651;3.73516;3.705709;5.255156;4.409212;4.374344;3.407671;3.341126;3.512665;4.086459;3.581038;4.032329;5.111258;3.810813;2.883539;3.928201;3.784767;4.111243;4.325616;4.579446;4.50412;4.611;4.976351;5.199425;5.504965;4.828322;4.408017;4.531257;4.727452;4.842907;5.277772;5.65007;5.599923;5.849772;5.558324;6.016771;5.507454;5.703522;5.646612;5.103148;4.436783;5.285555;4.541741;4.768681;4.404426;4.524634;4.902821;5.03137;4.922724;4.496525;4.112624;4.621702;3.841816;4.354999;4.600633;5.277527;5.439975;5.021667;4.797393;3.890957;3.699332;3.896066;4.240375;4.706278;4.671134
00000026J4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.063072;;;;;;;;;;;2.53786;2.526533;2.510308;2.621784;5.60115;4.964911;5.517769;5.259904;5.216586;4.993546;4.83272;5.413573;5.478064;5.178437;5.229443;5.118853;5.701666;5.727644;5.645571;5.941811;6.115553;5.606073;5.349695;5.676289;5.791919;6.053108;6.528149;5.738893;4.809463;5.833905;7.116783;7.136024;8.495678;9.454095;7.303731;7.703363;7.696304;8.253737;7.593244;7.99064;8.037405;8.280775;7.934794;8.071908;7.375041;7.573359;7.756196;10.516612;6.580338;7.010744;6.973632;6.383788;6.244204;5.76651;5.903528;6.929483;6.655407;7.282253;7.05538;6.987634;6.897696;8.0912;8.674764;7.096027;7.783438;7.489223;6.427553;7.377719;6.988025;7.118298;7.70311;8.336959;8.707172
00000026V1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.91199386;5.73541478;5.30770227;4.97666936;5.45763567;5.41202432;5.77687347;4.32961502;3.27322726;3.26915345;3.59177318;4.88478174;5.13295155;3.29328913;3.03740928;3.38744218;3.20833024;4.00599313;4.55425638;3.18810931;2.59890859;2.57857502;2.31174485;2.28591172;2.86901419;3.01038967;2.68003157;2.6917731;3.41396855
00000027H1;;;;;;;;;;;;;2.423593;1.519991;;;3.138474;3.170679;3.212254;3.901978;3.314114;3.098033;4.186763;4.219487;4.11542;4.049004;4.129498;3.997458;4.070441;4.456502;4.036696;4.060711;4.33337;4.227056;4.240126;4.040259;4.380035;4.500184;4.591704;3.988436;4.316372;4.351119;4.11923;4.085024;4.457112;4.457006;4.872988;4.701543;4.160616;4.629471;4.399021;4.467616;4.460996;4.638191;5.035571;4.519718;4.986053;5.281954;4.524545;4.935966;5.162457;5.110091;4.771836;4.879742;4.467627;4.821814;4.789428;4.616018;5.169797;4.416372;4.494516;4.670763;4.775183;4.811827;5.168084;4.607725;4.877285;4.745119;6.167516;7.618417;4.818706;5.690325;5.506034;5.587005;5.715409;5.050849;5.581516;6.222615;5.903167;5.113118;4.895353;5.211005;5.271332;5.12653;5.170617;4.965117;5.132273;5.481356;5.220219;5.080187;5.316247;5.130289;5.166733;4.869175;5.196542;5.730524;5.581323;6.652835;5.26258;5.54993;5.609492;4.196961;5.908844;5.428333;4.898273;4.599994;4.312355;4.423117;5.323666;5.005053;5.379655
00000027H7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.257484;5.322369;4.438006;4.590264;3.927572;3.915519;5.071404;4.479166;5.699587;4.161553;5.912496;6.197808;6.492584;5.980691;5.567888;4.903735;4.19098;3.429968;3.687074;4.04139;3.420823;3.009664;3.455328;3.78648;3.282755;3.50154;3.352635;4.006788;3.374914;5.592155;3.324185;5.431255;5.890049;5.59953;2.837812;3.261151;4.167266;4.141209;3.747169;3.288197;4.467273;3.611089;4.174107;4.121181;3.529502;4.16868;4.472275;4.346591;4.628274;5.84594;6.584315;6.401426;5.039566;5.57653;4.679494;5.467607;5.071309;4.150154;6.584359;6.628459;6.275101;6.789694;6.302048;6.946085;6.885383;6.761813;6.672936;7.34127;5.14759;4.939478;4.836846;4.436862;4.171646;4.21071;4.103229;4.652;6.184016;4.25863;4.23845;4.653521;4.376813;4.003654;4.247987;5.599944;5.441038;4.65605;3.903009;3.914016;4.737957;4.914763;5.115437;5.118402;5.282204
00000027V1;;;1.5587668;1.072866;0.8492141;1.4203605;1.7684528;1.1794316;1.7048489;0.9662582;0.9728594;1.1978361;1.2156894;1.4576876;0.8527561;1.8027315;1.0229412;1.0159452;0.953926;0.9760092;1.0282185;1.1117597;1.684095;2.5896899;2.2780742;2.1118706;2.3519051;2.2333532;2.2851355;2.9334646;3.0888293;2.7865911;2.9252052;3.4231837;3.8058583;4.3751395;4.6652781;5.2325398;5.7615695;6.6182612;7.292693;7.9171724;7.1584572;5.1195349;4.7025171;4.1394063;3.4262982;3.6912442;3.0089636;2.3608479;2.3140606;2.8809443;2.6090815;3.2841708;2.8901668;1.5441876;1.8165052;1.300158;1.9650968;1.9811663;1.6403222;1.6557015;1.9669528;2.2058112;1.7999049;1.6046821;1.5758486;1.9574567;1.7333233;1.4922861;1.5547279;1.9203792;1.8824523;2.3754114;3.3787962;3.3783753;3.4339731;3.6487142;5.2463258;4.4391784;4.3685038;4.2106771;4.6742214;6.0933883;5.4239066;6.7638117;7.609066;8.3984338;8.2899287;7.8166001;8.8303952;11.6308236;11.4062805;11.7000578;9.9312015;8.2179016;8.157107;6.0050975;4.7185246;5.1242204;5.2733175;4.3180336;3.2885961;4.8978918;6.3115008;2.6086485;2.6260528;3.0328115;2.1148925;2.4137788;2.1887706;2.4992425;2.0071195;2.3057558;1.8971421;3.1840923;2.5485483;2.7354445;2.2202564;2.5157545;2.83907
00000028V1;;;2.356816;2.614518;2.754642;2.847583;2.991646;2.973029;2.46233;2.355211;2.449465;2.630509;2.934731;3.191403;2.813367;2.827745;3.073098;2.921911;3.600303;2.982631;3.159291;3.164507;2.822003;3.625579;3.361505;3.31135;3.538387;3.227934;3.266116;3.614355;4.018653;4.334957;4.486898;4.74331;4.595341;4.670073;4.954949;6.374545;6.069636;6.647309;6.92973;6.872823;6.797362;5.977389;4.732614;4.588939;6.80797;6.097319;4.42288;4.968682;4.96871;5.544793;6.597748;5.055581;4.495705;5.719269;4.933081;6.308114;5.863534;6.082205;5.878111;5.555039;4.745961;5.158087;5.530888;6.059108;5.784672;6.171119;6.116771;5.111307;4.73891;5.935577;5.514884;4.764886;6.98296;5.434229;5.547369;6.116605;6.389243;6.216903;6.521184;6.748597;7.154156;7.598347;6.113399;5.701824;6.883303;7.474348;7.91427;7.21261;7.666941;7.579525;7.847881;8.153743;8.500867;7.962918;6.816423;7.128762;6.882004;6.19614;6.180263;8.714629;6.005682;7.164026;6.717321;6.486667;6.877304;6.772915;6.543161;6.185209;8.086779;6.98757;6.884793;5.537374;4.945346;5.213612;4.934239;6.817948;7.272902;6.61653;6.049962
00000029H1;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.855018;4.065866;3.859974;3.708861;3.777287;3.965711;4.501738;3.887969;4.227761;4.152172;4.059854;4.226297;4.119649;4.316397;4.247259;4.018814;4.119231;3.738261;3.645175;4.336375;4.249017;3.793183;3.601057;3.749714;4.997463;4.009612;3.628684;3.480719;3.900391;3.853853;3.928498;3.670455;4.139372;4.52105;3.666453;3.88693;3.374514;4.020351;3.685618;3.624612;4.319139;5.549883;4.945059;4.335456;3.603996;3.913975;3.681983;4.018431;4.162557;4.686142;3.661485;4.193645;4.422674;3.963839;3.917409;3.965046;3.840095;4.158837;4.399366;5.064395;4.842996;4.467439;4.33655;4.255947;4.326372;4.734332;4.247685;3.965483;3.626129;3.753339;4.156167;4.82574;4.356837;3.642428;3.399011;3.748253;4.128745;4.148917;3.647457;3.269859;3.240485;3.075534;3.093534;3.161077;2.995831;3.885283;3.414719;3.201224;2.842205;3.550074;3.78268;3.302181;4.643595;3.038367
00000029J1;;;3.927087;4.050629;4.173895;4.093148;4.30941;5.118452;4.326799;4.870788;4.439875;5.182097;4.874351;6.021484;4.829517;5.213732;5.504777;5.366748;5.507799;6.028269;4.971839;5.692416;8.435372;8.606999;9.079789;8.281143;9.742925;8.860424;7.721656;11.225748;10.757122;10.890542;8.796736;9.923014;9.710209;10.686419;13.703284;12.433746;11.646739;14.256413;16.464822;15.656917;15.289247;13.890796;15.13118;11.024032;10.021631;9.621166;9.843477;9.013621;9.517063;11.596268;9.730978;7.89;7.509367;7.726005;8.006676;8.114791;8.311592;8.193785;12.439365;10.069747;8.356372;8.010623;8.907446;10.36485;8.759524;9.917833;10.344382;7.13065;7.34862;8.76308;10.402294;10.562081;10.448211;10.021807;12.103397;12.951134;9.962388;6.00487;4.664615;4.385313;5.403169;5.417782;5.643505;6.839449;9.01752;8.799236;9.511412;8.318392;8.790207;9.82657;9.515352;11.033596;9.477169;6.9043;7.167745;8.957373;6.441904;5.365188;5.862508;8.240827;5.591308;7.048922;6.381968;5.074311;3.956;5.293255;5.032503;5.070692;6.073598;5.017727;5.964066;4.119249;4.303153;4.72856;4.493728;6.079635;7.432612;5.120457;7.003935
00000029J5;;;1.1714849;0.9065518;1.0247047;1.2317415;0.9834816;0.9584949;0.9385397;1.1357418;0.9552918;1.9095058;1.361059;1.4470802;1.5021562;1.6159015;1.7330708;1.7706149;1.5068058;1.6336756;1.7304221;1.9117136;2.3762751;2.4141321;2.1329805;2.3617048;2.1749843;2.1314314;2.1867218;2.6518852;2.5399526;2.1802463;2.1904439;2.5576227;2.4862069;2.951852;3.3061945;3.4411001;3.9931121;3.9564311;4.1288299;4.0872952;3.6973691;3.2043022;3.0101075;2.9311422;2.744627;2.4325649;2.5892072;2.7201918;2.6315554;2.3261037;2.6649163;2.272342;3.355649;2.7038842;2.5023233;2.4289057;2.6929372;2.9157878;2.513834;2.2463442;2.680068;2.6934092;2.8198738;3.293915;3.0458985;2.7699252;2.9627972;2.2086532;2.0558823;2.7568491;2.4265358;2.9476731;3.1917693;3.6739368;3.5999939;3.3498723;3.3697525;3.7168472;3.2631062;3.5462804;2.8728659;2.944468;2.7229637;3.3307653;3.7076061;3.4908542;3.7787595;4.9754197;4.3314169;5.0132769;4.6341284;5.2258249;4.9557093;5.3955636;3.4152173;3.2477;3.1753777;3.1454378;2.954989;3.326461;3.0645998;4.0061977;4.3072396;3.2691216;3.312545;3.0982617;3.2789094;3.8225879;3.1894872;3.841499;4.0971702;3.5010246;3.2902299;3.260884;3.3599172;3.7597024;4.163016;3.3430484;3.4095575
00000029V1;;;0.8997463;0.8568596;1.2253788;2.0451676;1.8038666;1.5128878;1.7251098;2.1842708;1.57922;1.8040361;2.5906785;1.6858839;2.73967;1.9645619;1.7684204;2.5363067;2.1475118;2.4163;2.4032333;2.3449595;2.739606;3.6761073;3.4835814;3.7662771;3.3229015;3.2515343;3.1254769;4.5330048;4.0813722;3.7829888;3.6233021;4.2786299;5.2498099;6.3798845;7.5301084;7.5753866;8.1431337;9.8532762;6.4741038;7.3312788;8.062401;6.5947162;4.3135345;5.2433889;3.7853174;4.5274358;3.3270584;4.0972293;3.5266401;4.2750802;4.2121405;3.0920837;2.9242588;2.5827005;2.8853606;2.8810276;2.4416271;3.0114975;2.8587443;3.4673516;3.0733204;2.7335813;2.7398615;2.7129969;2.66641;2.5977784;2.1280399;3.4764836;2.1887836;3.4758154;3.380139;3.5660493;3.6436413;3.5920558;5.6668682;5.1022915;4.7936353;5.8469878;5.2448773;4.8872591;4.2999439;7.2764298;6.5059564;6.2816901;6.8039675;7.0264847;7.6040883;7.3381033;7.847232;9.8381711;10.505046;10.1498645;8.8797916;6.0178842;5.8194949;5.0582461;4.9318303;5.2673116;4.8139766;7.3126072;3.2473738;5.0639508;6.5457536;4.381484;2.8445681;2.9348296;2.2784604;2.5197087;2.8996045;3.1509043;3.6985851;5.222955;3.1802332;4.0833608;4.012414;3.3743928;4.1086915;1.9125279;1.9679073
00000030H7;;;1.949836;1.803368;1.825466;1.847071;1.800042;2.054974;2.026959;1.766704;2.169603;2.312354;2.37694;2.173587;2.280295;2.127844;1.829967;2.341695;2.704798;2.314251;2.443829;2.450481;2.641959;3.273485;2.955354;3.260329;2.954287;3.045155;3.058472;3.16946;3.134629;3.238078;2.870214;3.020511;2.908112;3.093595;3.237119;2.744827;2.605005;3.248741;2.836477;2.646493;2.768061;2.646981;2.559632;2.629014;2.86476;2.552101;2.426869;2.610115;3.637396;3.05784;3.050535;2.801591;3.068224;3.085384;3.067628;3.778279;3.268389;3.138974;3.496226;3.186208;3.422104;3.022086;3.589446;3.258924;3.189402;3.335793;3.133915;3.218227;3.249987;2.960372;2.757982;3.068861;3.213408;3.675686;3.485088;3.279246;3.573782;3.405463;3.821126;3.572573;3.662881;3.625973;3.775552;3.583133;3.605163;3.497259;4.435602;3.542998;3.637972;3.740679;3.308692;3.143183;2.737872;2.733965;2.576252;3.450177;2.84647;3.106497;3.049922;2.953934;3.000797;2.904214;2.842903;2.551947;5.0189;4.04757;6.677008;5.053015;5.174877;4.755753;5.570407;6.054308;6.706438;5.087498;5.046552;6.344263;6.088219;6.122291;5.326805
00000030J1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.426126;4.286785;3.573204;3.563438;3.325516;3.536996;3.871638;3.877579;4.264014;5.126111;5.097325;4.976574;5.902174;4.767047;4.569845;4.165495;3.906053;3.78957;4.32436;3.619439;3.988678;3.739281;4.423408;4.305428;4.865927;3.830816;4.793794;4.680999;3.25021;4.028631;3.64796;4.807333;5.072087;4.936695;7.254184;4.519081;6.356859;4.409479;5.313434;4.787034;4.915996;4.234516;4.525257;4.668865;5.050898;5.739106;5.328378;7.882136;5.429593;5.992226;6.465919;6.018918;6.438149;6.675507;6.643192;6.878509;6.459677;5.543209;6.695328;6.899089;6.578658;6.166154;6.992049;7.907493;6.611326;6.938908;6.809693;6.041238;5.691164;6.016859;5.732166;5.735535;5.479324;6.772662;6.002991;6.092084;5.890554;7.681448;6.205069;5.887601;5.443314;5.428498;6.066833;6.858455;7.266422;6.521953;5.73781;5.667947;5.118859;6.519158;6.032788;6.076375;6.932025
00000030V1;;;4.44389;4.583371;4.14699;4.482144;4.043644;3.805034;3.178226;4.385586;5.398875;4.001224;5.907816;4.942312;4.049567;5.717463;3.523787;4.626127;4.460501;4.280016;4.957808;5.996244;5.02023;5.280927;5.177396;5.915686;5.926346;6.998444;6.667534;5.624139;5.339286;5.75085;4.973728;6.173002;5.908745;6.127337;6.183047;6.258493;6.283276;6.177798;6.747965;6.848177;6.58251;7.050412;7.341933;7.356085;6.543862;7.568822;6.528471;6.033642;7.037554;5.943918;6.738979;6.373612;4.023885;6.843837;8.142304;6.46995;7.659489;7.75929;5.555194;6.915614;7.530747;7.763112;9.054953;7.347567;6.847755;6.808817;8.336545;6.891869;5.938879;7.499852;7.171119;7.827135;7.348454;7.524686;6.487196;7.365273;5.589919;5.446527;6.132253;4.567694;5.496265;5.736105;5.236592;5.747536;4.583696;4.999803;4.715579;5.325257;5.52043;5.196502;5.329524;5.39355;6.018111;4.978504;6.084866;5.06992;5.359392;6.617348;6.144235;6.108792;6.421738;5.948686;5.837542;4.94841;5.059234;5.656266;5.690856;4.002083;3.505387;6.10893;5.30473;5.995679;6.378314;5.574785;6.972925;7.011394;9.229407;5.299633;7.115725
00000031H7;;;1.636173;1.686849;1.584332;1.71766;1.651696;1.67464;1.769006;1.963284;1.408013;1.416485;1.90365;1.972271;1.832028;1.85881;1.799537;2.033817;1.752193;1.879715;1.930959;1.931951;1.986895;1.994152;1.972857;1.98768;2.148777;2.054088;2.09393;2.219257;1.974908;1.960208;1.989922;2.033431;2.139601;2.311614;2.169617;2.051406;2.177123;2.367882;2.31467;2.17546;2.066953;2.268307;2.070167;2.056983;2.169329;2.121061;2.022921;2.29085;2.098592;2.155499;2.272328;2.132253;2.201963;2.010188;2.078681;2.172979;2.12245;2.051868;2.150101;2.056604;2.047246;2.120074;2.053767;2.007554;1.942989;2.044995;1.943562;2.182331;1.933801;1.978764;2.066644;2.010208;2.013377;2.200823;2.00936;1.982218;1.937687;1.919402;2.045298;1.922812;1.952375;1.988471;1.892112;1.897641;1.787435;1.905843;2.018276;1.917019;1.848935;1.836418;1.954708;1.88785;1.891117;1.859039;1.92606;1.819412;1.968017;1.968921;1.852532;1.808557;2.07094;1.812583;1.854434;1.842373;1.771656;3.556057;5.142178;4.105601;5.050403;6.26132;5.04567;4.598418;4.766518;4.458474;5.010983;5.939029;5.616638;5.458511;5.712721
00000031J5;;;1.4751754;0.6308895;0.7681884;0.951553;1.139263;1.3073321;1.7200312;0.6442199;0.629122;1.0700396;1.0710262;1.1743063;1.5369329;1.0186957;1.4534687;1.1610465;1.4817101;0.9105777;1.5551969;1.3615468;1.5179827;2.4391378;1.8447283;2.8103265;1.9081697;1.9713884;2.4775204;2.913962;2.56478;2.3107364;2.6230077;2.6606269;3.3313075;3.8096691;4.8168433;5.83473;4.9276273;5.241791;7.2783462;7.9330729;6.2223642;3.0638331;2.8653988;2.8058614;2.1284577;3.2976957;3.714665;1.4442624;2.4899635;2.5992038;3.0374789;1.9414303;1.3303977;1.4966313;1.9116119;2.9423263;2.6243625;2.9006669;4.9072031;1.383468;1.3349115;1.1442381;1.3575419;1.2278753;1.3348741;1.440086;1.3163617;0.9597773;1.3069696;1.0924416;1.4174433;2.2230584;1.4752067;1.6046177;1.7998387;2.2109435;2.3747727;3.2332826;2.0629002;4.0369848;2.4218312;2.788137;3.0402401;2.6509645;3.5418947;5.5074058;8.3693716;4.6747812;5.2403789;5.7001149;6.9884462;6.3859328;7.4169631;5.1926866;2.7028086;1.7166689;1.8836137;5.703936;2.414847;1.2969656;1.6348943;2.1994757;2.2638602;2.2936873;2.5539139;1.4334797;1.2731464;1.884886;0.9153418;0.9451781;1.6074112;1.3181553;1.4249897;1.8135455;2.0523843;1.6821873;1.9761464;2.4971837;2.0161321
00000032H1;;;0.6930869;0.888817;0.907633;1.7961407;1.68472;3.2475959;5.5380804;2.2344588;2.9751453;2.6489982;3.4545033;3.7010087;5.019334;5.9115489;5.246465;4.0339367;4.5954608;4.094978;3.1215974;2.0646502;2.3122906;2.8524551;1.0736445;0.3021636;0.4240077;0.5639161;0.2527205;0.4005878;0.5626839;0.5684651;0.7502875;0.7567988;0.5171302;0.5839527;1.0627065;1.3070592;3.430727;3.1617417;2.6869542;1.8597485;1.2973722;1.4758861;0.6755413;0.4511962;0.6590041;0.5489978;0.8324605;1.0364737;1.2319293;0.6360241;0.8027348;0.626459;0.8220279;0.4911855;2.4549738;2.6906173;3.6898127;4.0833031;9.6205107;7.4277362;4.7661773;5.8155435;5.3541373;5.8330416;7.292672;9.2347416;9.6815428;9.5580764;8.1196817;6.7587314;7.3061717;6.2987885;4.7075925;4.2143942;3.912818;0.9681469;0.5963779;0.5372085;0.5570249;0.5697512;0.7731009;0.5176702;0.841726;0.4294059;0.1416633;0.2644578;0.54916;0.6786864;0.4231954;0.577883;0.5379377;0.357515;0.421301;0.2582574;0.2924195;0.2874059;0.2140291;0.1951399;0.2628723;0.2547364;0.1993577;0.2403741;0.1253008;0.1541155;0.226443;0.2816873;0.2783459;0.7894032;1.1297488;2.3989726;3.6673312;3.4095853;3.5061407;2.9738454;3.3154081;3.8035801;4.1933544;5.5087524;5.9701023
00000032J5;;;0.03243581;0.06452695;0.13893653;0.17036493;0.15234724;0.14307553;0.14858711;0.10800886;0.27127091;0.13855171;0.09442693;0.1190785;0.10488095;0.20901642;0.08425513;0.13700731;0.14892913;0.21717565;0.13853491;0.33783275;0.59114721;0.65681961;0.63181373;0.54767452;0.51837747;0.5603797;1.22072658;0.99262525;1.39257385;0.64524595;0.80086712;0.67005645;0.59382702;1.01728174;1.34933033;1.45448591;1.45628078;1.38798694;2.09178276;2.24238182;1.29205269;0.89985659;;;;;;;;;;;;;0.26739282;0.19610542;0.21463675;0.31769334;0.51252306;0.40229786;0.11422618;0.10933309;0.17773445;0.17851658;0.23079772;0.38514647;0.22067057;0.21408297;0.25771745;0.34015744;0.80546324;1.19000637;0.93106217;0.60807352;0.63773512;1.75260938;1.0730879;1.16943995;0.8538497;0.49857454;0.59316941;0.73498706;1.00527022;1.10038651;1.24372992;1.27645041;1.53631396;1.72405412;2.33035858;2.44611809;2.66218967;2.71251087;2.3838038;1.92501514;0.92686807;0.96115589;0.56400507;0.70410854;0.50388132;0.30137958;0.3885314;0.94429655;0.30685164;0.211234;0.22590996;0.28349071;0.66498396;0.61880259;0.34010296;0.27083837;0.36684001;0.55241748;0.26188227;0.40889917;0.59084943;0.34416988;0.48270152;0.45516329;0.30506557
